id,copy_id,title,country,year,type,length,crew,text_de,text_en
162189,162191,"verzauberten Tüchlein, die",SZ,1959,Dokumentar,15,Walter Baumgartner,"Rührige Darstellung von Heimstickereien im Appenzellischen.  Idee: W.Belmont, Heinrich Fueter, P.Rot","Documentary on home broderies in Appenzell, Switzerland."
162320,162322,Von Adam zu Lordson,SZ,1960,Werbung,2,Werner Emmisberger,"Werbefilm für den elektrischen Rasierapparat ""Lordson"". Enthält Trickfilmabschnitte diverser Rasiert ...","Advertising the electric shaver ""Lordson""."
162354,162356,Tschu Tschu,SZ,1973,Dokumentar,11,Werner Emmisberger,"Dokumentation über die Marzili Bahn, Bern.   Beinhaltet Cartoon über die Geschichte der Eisenbahn, d ...","Short review of the imaginative history of railways, then presentation of the short and very steep f ..."
162387,354743,"Vidmar ""USA""",,,Werbung,10,,vermutlich 1970er Jahre Arbeitskopie  Werberfilm für das Industrie-Schubladenschranksystem von Vidma ...,
162556,162558,"Cityspots Amsterdam, Athen, Köln, London, New York, Paris",SZ,1978,Trickfilm,10,Werner Emmisberger,Aus dem Nichts entstehen mit wenigen Strichen und grafischen Elementen Bilder bekannter Städte.  Ams ...,Pictures of capital cities develop with a few lines and other graphical elements.
162652,162654,New York,SZ,,Trickfilm,1,Werner Emmisberger,"City Spot zu New York  vertikale und horizontale Linien fügen sich zu Skyline New York zusammen, wer ...",City spot of New York:  Vertical and horizontal lines join themselves to form the skyline of New Yor
162873,162875,A134 Youpi Ya Tamoure,FR,1962,Scopitone,2,Claude Lelouch,Ein Sänger mit Gitarre fährt auf einer Bootsbahn durch einen Freizeitpark. Links und rechts vom Kana ...,A singer with a guitar rides on a boat through a park. Right an left from the channel women with a t ...
162878,162880,École moderne,US,1941,Spielfilm,9,Grantland Rice,"Junge Frauen in einem Park, springen ins Wasser und gehen dort unter Wasser in die Schule. Eine Schü ...",The bell rings for the girls to go to the underwater school. Everybody sits at her place and the tea ...
162881,162883,A136 Un collège anglais,FR,,Scopitone,2,Audrey Arno,Junge Studentinnen tanzen und twisten durch Paris.,Young student girls dance and twist through Paris.
162888,162890,A19 Comme au premier jour,FR,1960,Scopitone,3,Mathé Altéry,Eine blonde Frau singt neben einem Brunnen und im Gartendekor über die Liebe.,A blond woman sings next to a fountain and garden decor about love.
162897,162899,A72 Bon voyage,FR,,Scopitone,2,Henri Salvador,"Mann in weissem Anzug im Hafendekor. Er spricht/singt ziemlich wütend über seine Cousine, welche am  ...","Man in a white suit talks and sings in a angry manner about his leaving cousin and he wishes her a "" ..."
162912,162914,A13 Pour ton amour,FR,,Scopitone,2,Les Barclays,8 Männer und Frauen bewegen sich und singen im Chor auf Weltkugel.,8 men and women move and sing on a globe.
162921,239971,A73 Les Criquets,FR,1961,Scopitone,3,Paola,Eine blonde Lehrerin geht in einem mit Schulaccessoires dekorierten Studio umher und erteilt längst  ...,A blond schoolteacher sings and dances her way through a classroom.
162941,162943,"Postman always rings twice, the",US,1981,Trailer,3,Bob Rafelson,Eines Tages kehrt der Herumtreiber und Tagelöhner Frank Chambers (Jack Nicholson) bei einem abgelege ...,"Frank Chambers (Jack Nicholson) gets a job in a secluded diner, which is  runned by Nick Papadakis a ..."
162959,162961,Dein Herz ist kostbar,SZ,1961,Dokumentar,12,Dr. Hans Zickendraht,Zum Thema Herz- und Kreislaufbeschwerden werden die Ursachen erläutert.  Es wird aufgezeigt welche L ...,The film numerates the causes why we suffer from heart and cardiovascular disease. It's also explain ...
162965,162967,"Screen director, the",US,1951,Dokumentar,9,Richard L. Bare,Dreharbeiten aus der Sicht des Regisseurs.,Report on the work of a screen director.
162968,162970,Two too young,US,1936,Spielfilm,9,Gordon Douglas,"An OUR GANG Comedy Short.  Buckwheat &amp; Porky are simply TWO TOO YOUNG to have firecrackers, but  ...",
162995,162997,Sir Irving and Jeames,US,1956,Trickfilm,7,Seymour Kneitel,Hund als Herr und zweiter Hund als Diener.,One dog is the master and a second one the servant.
163001,163003,A145 Le cha cha cha,FR,1964,Scopitone,3,Claude Lelouch,Singender Barman besingt Frauen mit Regenschirmen auf einer Terasse von wo man eine wunderbare Aussi ...,Singing Barman sings of women with umbrellas on a terrace from where you can enjoy a wonderful view  ...
163012,163014,A182 Le martien,FR,,Scopitone,2,Henri Salvador,Ein Mann schaut Fernsehn und sieht drei Marsmännchen auf dem Gerät tanzen.,A man watches tv and sees three Martians dancing on the tv.
163027,163029,A23 Clémentine,FR,,Scopitone,3,Richard Anthony,"Ein Mann singt an der Bar, eine blonde Frau im Hintergrund tanzt mit Männern, später sitzt eine alte ...","A man sings at the bar, a blonde woman in the background dancing with men, and later an old woman si ..."
163032,163034,A183 Les poils du nez,FR,,Scopitone,2,Claude Lelouch,Aus dem anfänglichen Sprecher mit quadratischer Brille wird ein Bauchredner mit verschiedenen Puppen ...,The speaker with square glasses turns into a ventriloquist with several puppets. while singing he we ...
163041,163043,"A18 1, 2, 3, je t'aime",FR,,Scopitone,2,Les Barclay's,"Ein Pärchen singt, umgeben von anderen Sängerinnen und Sängern (Chor) in einem künstlichem Parkdekor","A couple sings, surrounded by other singers (choir) in an artificial park decor."
163050,163052,Steel,US,1980,Trailer,2,Steve Carver,"Mike Catton war einmal ein weltbekanntes Bauleiter, aber seit einem Unfall hat er schwere Höhenangst ...","Mike Catton was once a world-renowned construction foreman (at least in the construction world), but ..."
163081,163083,A121 Madison time,FR,1964,Scopitone,3,Claude Lelouch,"Orchester spielt, 2 Paare tanzen auf Bowlingbahn.","Orchestra is playing in a bowling alley, two couples are dancing."
163084,163086,Stips,GW,1951,Trailer,3,Carl Froelich,Lehrer trifft seine ehemaligen Schülerinnen wieder.,Old teacher meets his girl students after many years.
163138,163140,Remo Williams: The Adventure Begins,US,1985,Trailer,1,Guy Hamilton,"Amerika ist in Gefahr und braucht einen Held, REMO. Es werden witzige und actionreiche Szenen aus de ...","An NYPD cop is 'killed' in an accident. The death is faked, and he is inducted into the organization ..."
163157,163159,The Company of Wolves,UK,1984,Trailer,3,Neil Jordan,Der Trailer beginnt mit Wölfen und einem Kind im Bett. Der Kommentar führt durch den Trailer und erk ...,"A bag full of symbolic folklore about werewolves, or, rather, their sexual connotation. Granny tells ..."
163200,163202,[Flamenco],,1955,Fragment,7,,verschiedene Flamenco-Stile werden in einem Kneipendekor gezeigt: - Zapateado - Soleares - Alegrias,Different flamenco styles are performed with a restaurant background.
163222,163224,"Città delle donne, la",IT/FR,1980,Trailer,1,Federico Fellini,Während einer Zugfahrt entdeckt der notorische Schürzenjäger Marcello Snàporaz eine verführerische F ...,Marcello (Mastroianni) surrounded by women...
163237,241603,Astérix chez les Bretons,FR,1986,Trailer,2,Pino Van Lamsweerde,Zeichentrickfilm. Galeerenflotte der Römer landet in England um die Briten anzugreifen. Ein Brite bi ...,Animation Film. The romans invade England. A Brit asks the Gauls for help. Asterix and Obelix travel ...
163261,163263,A34 Amour je te dois,FR,,Scopitone,3,Luis Mariano,Ein Mann im Anzug kommt eine Studiotreppe hinunter und singt schmachtend.,A man in a suit comes down a flight of stairs and sings longingly.
163268,163270,A157 Tournez manèges,FR,1963,Scopitone,3,Claude Lelouch,Eine dunkelhaarige Frau neben und auf einem Karusell (mit Skispringer-Motiv u.a.).,A dark-haired woman standing next to a carousel and on a carousel.
163271,163273,A289 Imitations,FR,1966,Scopitone,2,Los Brutos,"dümmliche Sänger imitieren Dampfzug, Wildwest und Hund","stupid singers imitate steam train, Wild West and Dog"
163281,163283,A241 Letkiss,FR,1965,Scopitone,2,C. Barrois,"Eine blonde, langhaarige Frau tanzt auf den Dächern und Strassen von Paris den Letkiss, am Ende stos ...","A blonde, long haired woman is dancing on the rooftops and the streets of Paris the ""Letkiss"". At th ..."
163284,163286,A15 Qu'il fait bon vivre,FR,1960,Scopitone,2,Jacques Helian + son orchestre,Drei adrette Männer und drei Frauen in Ballkleidern singen begleitet von einem Orchester.,Three well dressed men and three women in ball gowns sing accompanied by an orchestra.
163291,163293,A147 Le bal à tonton,FR,1965,Scopitone,3,Claude Lelouch,Eine blonde Frau singt am Flussufer begleitet von 2 Männern.,A blond woman sings accompanied by two men on the riverbank.
163301,163303,A325 L'argent ne fait pas le bonheur,FR,,Scopitone,3,Les Parisiennes,"4 Frauen im Studiodekor singen, dass Geld nicht glücklich macht.   Text auf Begleitzettel: ""An up-te ...",An up-tempo marimba brass arrangement with four beautiful girls setting out to prove that money does ...
163308,163310,A195 Bagatai,FR,,Scopitone,3,Les Ballets Africains,"Afrikanische Tänzerinnen und Tänzer, begleitet von Trommeln im Studio (Gruppe aus Guinea).",African dancers accompanied by drums in the studio (Group of Guinea).
163330,163332,A163 Saurai-je,FR,,Scopitone,2,Claude Lelouch,Frau singt in Hafen und auf Motorboot.,Woman sings on a boat in a harbour.
163365,163367,In der Säge,SZ,1936,Dokumentar,12,Ernst Rüst,"In der Säge 1.Teil -Spiel -Ho-rutsch -Oh, die scharfen Zähne -Platz für neue Arbeit -Elf Stück auf e ...",Educational film on a sawmill.
163394,163396,Brotbacken in Ägypten,G,,Dokumentar,5,Heinrich Tüpke,"Brotbacken in Ägypten: Schritt für Schritt wird gezeigt, wie ägyptische Frauen in Gemeinschaftsarbei ...",Baking bread in Egypt.
163404,190306,202 Nilschlammverwertung in Ägypten,,,Dokumentar,9,"Heinrich Tüpke, Breslau","Aus dem Lehm werden Ziegel, Häuser, Gebrauchsgegenstände geformt.  Nilschlammverwertung in Ägypten - ...",Documentary on the use of sludge produced by the river Nile.
163426,163428,Herzschlag,SZ,1931,Dokumentar,1,Ernst Rüst,Demonstration des Herzschlages anhand einer Animationssequenz. Als Vorlage dienten 72 Phasenzeichnun ...,Demonstration of the heart beats using an animation sequence made with 72 phase 72. The film is show
163625,324520,St. Gotthard - Mittler zwischen Nord und Süd,SZ,1983,Dokumentar,23,Andreas Demmer,Der Gotthard ist nicht nur Wetter- und Wasserscheidet; er leitet auch den starken Verkehr zwischen N ...,This films does not only show the St. Gotthard tunnel and the cities that it contributes to link but ...
163668,213654,"Mit Dampf, Zahnrad und Seil",SZ,1986,Dokumentar,17,Gerhard Honegger,- Dampfschiff Unterwalden bei der Ausfahrt in Luzern - Modelltrick: Dampfbergbahn ohne/mit Zahnrad  ...,"A comparison of different transport systems in mountainous (Swiss) regions: rack and pinion railway, ..."
163708,163710,Der Panamakanal,,1988,Dokumentar,20,,"Der Panama-Kanal ist nur ein 80 km langer Seeweg, der aber den Schiffen die Seereise um die Südspitz ...","The Panama Canal is a just 80 km long seaway, which reduces the journey for boats around the souther ..."
163720,163722,Glas II: Herstellung von Fensterglas,G,1935,Dokumentar,14,,"Glas wird erhitzt, zu einem sehr grossen Gefäss geblasen, ausgekühlt, wieder erhitzt und dann zu Pla ...",Documents the different productions of window glasses.
163749,163751,Schiffahrt auf dem Mittelrhein,G,1936,Dokumentar,24,Wilfried Basse,"Fahrt eines Kohlenschleppzuges ab Bad Salzig vorbei an St.Goar, der Loreley, Oberwesel und Bingen. W ...",The film shows the work on a train of barges carrying coal. The barges leave a harbor and begin thei ...
163832,163834,Die Entwicklung des Amphibieneies / der Amphiebien,SZ,1935,Dokumentar,,Dr. Hans Elias,"Zellteilung (Furchung) unter den Mikroskop, Trickanimation, einzelne Sequenzen werden wiederholt  Di ...",
163837,163839,Wie der Bauer pflügt und sät,SZ,1933,Dokumentar,8,Gottlieb Imhof,"Bauer bearbeitet den Acker mit einem alten Pflug, Pferde ziehen den Pflug, Sämann.   Wie der Bauer p ...",Educational film on a farmer sowing and plowing.
163859,163861,Entwicklung der Blüte,SZ,1935,Trickfilm,,Dr. Hans Elias,"Schematische und animierte Darstellungen,   Entwicklung der Blüte Tollkirsche Atropa belladonna -Am  ...",
163869,190874,Wasserfuhren im Wallis,SZ,,Dokumentar,9,Hans Liniger,Das Wallis leidet unter Wassermangel. Darum wird das Gletscherwasser sorgfältig gesammelt und zu Tal ...,Valais suffers from a lack of water. Therefore glacier water is carefully collected and led to the v ...
163953,163955,Die Mörtelbiene - Chalicodochoma muraria,SZ,1946,Dokumentar,15,Hans A. Traber,"Arbeitsame Biene, fertigt schöne Bauten an  Die Mörtelbiene -Roh behauene Steine, ein bevorzugter Ba ...",Educational film on bees.
163994,163996,Baustelle Brasilia,GW,1960,Dokumentar,9,Fritz Illing,"Der Film zeigt einen kurzen Überblick über den Bau von Brasilia, der Hauptstadt Brasiliens. Gezeigt  ...",Documentary on the planning and construction of the new capital Brasilia.
164020,187870,Wildheuet 1. Teil,SZ,1945,Dokumentar,12,Christian Lorenz,"An sehr steilen Hängen, grasen Männer mit der Sense 1.Teil -Am Wildheugebiet am Mittaghorn -Wildheue ...","The film shows the work of farmers harvesting grass for the cows,in the high Swiss alps, and how the ..."
164025,164027,Mauerbiene - osima bicolor,SZ,1946,Dokumentar,8,Hans A. Traber,"Eifriges Insekt, Aufnahme im September  Mauerbiene -Mauerbiene an Lungenkraut (Pulmonaria officinali ...","Educational film on bees, taken in September."
164037,164039,Schweizer Schiffe auf dem Rhein,SZ,1956,Dokumentar,19,,"Rheinschiff, Maloja, verlässt den Hafen, Alltagsarbeiten auf dem Schiff, putzen, Steuermann, waschen ...",Educational film on freight ships on the Rhine.
164261,398373,Furka-Oberalp 1.Teil Brig-Andermatt,SZ,1983,Dokumentar,18,Loni und Richard Hettlinger,"1.Teil: Brig-Andermatt, Aletschwald, Aletschgletscher,. Zusatzinhalt von FIL 1322/02: 2.Teil Anderma ...","The first part of the Furka-Oberalp film follows the Furkaoberalp-railway from the brig, which is an ..."
164309,164311,Rheinfall,SZ,1966,Dokumentar,10,,"Eindrückliche Wassermassen, auch ohne Ton kann man sich das Tosen vorstellen, etwas längfädig, gute  ...",
164328,164330,Ponts de Paris,FR,1956,Dokumentar,24,Michel Arnaud,Doku über die Brücken von Paris,Documents the bridges of Paris.
164410,164412,Wallis: Bergbauer,SZ,1976,Dokumentar,21,Gerhard Honegger,Der Film beginnt mit der Fronleichnahmsprozession in Visperterminen. In der Folge erleben wir den Al ...,Daily live of a high mountain farmer during the year.
164430,164432,Tourismus im Kanton Tessin,SZ,1983,Dokumentar,15,Gerhard Honegger,Beginnt mit Bildern der Autos im Stau und erzählt was den Menschen in den Süden zieht. Der Fluss Tes ...,"Tessin attracts many tourists all year long, and the film enumerates the numerous reasons of the att ..."
164500,215933,1535  A-Band FN Die Maggia,SZ,1983,Dokumentar,16,Gerhard Honegger,"Überschwemmung, Autos in Wasser und Schlamm, Staumauer, die Maggia schlängelt sich talwärts, Überwac ...","Flooding, cars in water and mud, dam, the Maggia winds towards the valley, supervising the dam, turb ..."
164555,331888,Zürcher Weinland,SZ,,Dokumentar,21,Gerhard Honegger,"Flugaufnahme, nordwärts über die Thur bei Andelfingen,  Rebbau, Bauer an der Arbeit, Hege und Pflege ...","Aerial photograph, northward over the Thur at Andelfingen, viticulture, farmer at work, care of the  ..."
164579,363022,Zürichsee,SZ,1990,Dokumentar,19,,"Sicht über den Zürichsee, eingebettet zwischen Pfannenstiel und Albiskette liegt der Zürichsee, hist ...","Overview from the Zürichsee (Lake of Zürich). Historical mode of transport an traffic: ship, train,  ..."
164637,164639,Erdöl (Louisiana),,,Dokumentar,10,,"Schematische Darstellung, Bohren von Öl, Geologen, roden von schöner Landschaft, Tierwelt wird vertr ...",
164662,164664,Wüstenaraber,SZ,1948,Dokumentar,11,,Zwischentitel:  -Wüstenaraber sind Nomaden. Ihre transportable Wohnung und ihr Hausrat müssen leicht ...,Intertitles:  - Desert Arabs are nomads. Their portable home and her household must be light and sol ...
164665,365148,Kreuzotter,NO,1989,Dokumentar,19,Knut Hamli,Die Kreuzotter ist die am meisten verbreitete Schlangenart auf der Welt. Ihr lebensraum erstreckt si ...,The common viper is the most spread snake species on earth. Its habitat is from the height of the se ...
164668,164670,Leben auf einer Hallig,GW,1942,Dokumentar,17,,Der Film zeigt das Leben der Halligfriesen auf den uneingedeichten Marschinseln vom Frühjahr bis zum ...,"Presents the daily life on the ""Hallig"" islands in Northern Germany."
164674,374016,Kern- und Zellteilung bei Tradescantia virginica L.,GW,1949,Dokumentar,10,G. Schmid,Wissenschaftliche Versuche unter dem Mikroskop  Kern- und Zellteilung bei Tradescantia virginica L. ...,Scientific experiments under the microscope  Nuclear and cell division in Tradescantia virginica L. ...
164686,164688,Verarbeitung des Erdöls,GE,,Dokumentar,,,"Industrielle Verarbeitung, Grosskonzern  Verarbeitung des Erdöls -Grosse Öllager, das Öl wird auf ei ...",
164759,164761,Norwegen II - Durch das Binnenland nach Oslo,,,Dokumentar,12,,"Nach einer Karte, die uns zeigt, welche Teile des Landes wir zu sehen bekommen, begleiten wir zunäch ...","On the wide, treeless plateau are the summer pastures, cattle, huts and milking women, bathing child ..."
164773,164777,Roheisenerzeugung 1.Teil,GE,1961,Dokumentar,5,Karl Koch,Hochofen; Oxidation; Reduktion; Eisenkarbid; Roheisen; Metalle  Roheisenerzeugung 1.Teil    Einführu ...,
164787,164789,Verhaltensweisen der Tiere: Schlüsselreize beim Stichling,GW,1963,Dokumentar,10,Heinz Sielmann,Der Fisch lebt in afrikanischen Gewässern. Spezielle Begattungsart der Fische. Das Männchen befrucht ...,"The film shows the stickleback fish reacting to key stimuli, especially during the mating period. (N"
164798,381107,Wasserhaushalt der Pflanzen,GW,1966,Dokumentar,11,Rudolf Stölting,"Mann im weissen Kittel macht verschiedene Experimente, Trick- und Modellsequenzen  Wasserhaushalt de ...",film about the water supply of plants
164836,164838,Weekend,SZ,1939,Amateur,9,,"Freizeitgestaltung am Wochenende, unter anderem Szenen am und im See, zum Schluss Boule-Spiel mit Tr ...","Recreational activities on weekends, including scenes at and on the lake, finally a game of petanque ..."
164861,188175,Argentinien,SZ,1940,Dokumentar,10,,"Grossstadtszenen, schöne Autos, Tram, Busse, Strassenkreuzungen, Fleischmassen, Metzger am Werk, idy ...","Scenes of a big city, beautiful cars, trams, buses, street crossings, meat masses, Butcher at work,  ..."
164877,164879,Nestlé Werbung,SZ,1954,Werbung,7,Paul Hubschmid,"Werbung fast alle damaligen Nestlé-Produkte, von Baby-Nahrung über Nescafé bis Kondensmilch. Zum Sch ...","Advertising for almost all former Nestlé products, from baby food and Nescafé to condensed milk. Fin ..."
164899,164901,Baumwolle,UK,1946,Dokumentar,10,,"Schwarze pflücken, Weisse überprüfen, riesige Baumwollplantagen, Bub schaut dem ganzen Vorgang zu, b ...","Blacks pick, whites check, vast cotton plantations, boy looks at the whole process, accompanies his  ..."
164912,328541,Das Leben der Bienen,SZ,,Dokumentar,14,Dr. Hans Zickendraht,Der Film erklärt das Bienenleben anhand der Entwicklung einer Biene vom Ei über die Larve bis zur au ...,The film explains the life of bees on the basis of the growth of one bee from the egg over the larva ...
164980,361358,AD1 Wenn du mir auch noch so schöne Augen machst,GW,1962,Scopitone,2,Heidi Brühl,Frau und zwei twistende Männer in Bistrotdekor.,"The singer and two men, doing the twist."
164987,164989,A97 J'aime pas le rock,FR,1962,Scopitone,2,Johnny Rockfeller et ses Rockchild,"Scopitone ST16 im Hintergrund in Restaurantdekor. Pärchen tanzen super Twist, ein Mann singt mürrisc ...","Scopitone ST16 in the background in restaurant decor. Couples are dancing great twist, a man sings g ..."
164996,164998,"Mickey Mouse ""Lonesome Ghosts""",US,1937,Trickfilm,9,,"Mickey, Goofy und Donald werden von Gespenstern veräppelt.","A couple of lonesome ghosts find a newspaper add for Mickey, Donald and Goofy's Ghost Hunting servic ..."
164999,165001,"Illusion, l'",FR,1948,Dokumentar,18,Jean Rougeul,"Beispiele für Zauber- und Filmtricks, u.a. mit Ausschnitt von Méliès (Notenblatt mit Köpfen)","Various examples of magician and film tricks, with an excerpt from Méliès."
165005,165007,A319 Le 22 à Asnières,FR,,Scopitone,4,Fernand Raynaud,"Sketch: Ein dümmlicher Mann will in einer Telefonzentrale vergeblich ein lokales Gespräch führen, al ...","Sketch: A man wants to make a local call in a post office, all other customers for international cal ..."
